ID	Length	Taxa_id	Species	Lineage
S000870476	1496	415223	Pelagicoccus litoralis	Root; Bacteria; Verrucomicrobia; Opitutae; Puniceicoccales; Puniceicoccaceae; Pelagicoccus
S000925467	1501	431270	Pelagicoccus croceus	Root; Bacteria; Verrucomicrobia; Opitutae; Puniceicoccales; Puniceicoccaceae; Pelagicoccus
S000702025	1480	388746	Puniceicoccus vermicola	Root; Bacteria; Verrucomicrobia; Opitutae; Puniceicoccales; Puniceicoccaceae; Puniceicoccus
S000419259	1360	191863	Chthoniobacter flavus	Root; Bacteria; Verrucomicrobia; Spartobacteria; Spartobacteria_genera_incertae_sedis
S003941499	1410	1324935	Limisphaera ngatamarikiensis	Root; Bacteria; Verrucomicrobia; Subdivision3; Limisphaera
S000651744	1429	361055	Rubritalea marina	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea
S000749590	1424	407226	Rubritalea squalenifaciens	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea
S000901683	1460	458204	Rubritalea sabuli	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea
S000925464	1471	430797	Rubritalea spongiae	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea
S000925465	1489	430798	Rubritalea tangerina	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea
S001872587	1453	714537	Rubritalea halochordaticola	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea
S000978982	1440	490092	Haloferula harenae	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Haloferula
S000978983	1464	490093	Haloferula rosea	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Haloferula
S000978984	1464	490094	Haloferula phyci	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Haloferula
S000978985	1462	490095	Haloferula helveola	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Haloferula
S000978986	1459	490096	Haloferula sargassicola	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Haloferula
S001328394	1395	595692	Haloferula luteola	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Haloferula
S002914990	1467	1048331	Haloferula chungangensis	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Haloferula
S000891139	1481	454151	Luteolibacter algae	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Luteolibacter
S000891141	1478	454153	Luteolibacter pohnpeiensis	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Luteolibacter
S002958490	1444	1086703	Luteolibacter luojiensis	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Luteolibacter
S003279965	1407	1144680	Luteolibacter yonseiensis	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Luteolibacter
S003290833	1393	1157309	Luteolibacter cuticulihirudinis	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Luteolibacter
S004454147	1443	1581411	Luteolibacter arcticus	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Luteolibacter
S000891132	1480	454144	Persicirhabdus sediminis	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Persicirhabdus
S000004778	1469	48466	Prosthecobacter vanneervenii	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Prosthecobacter
S000437977	1468	48465	Prosthecobacter dejongeii	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Prosthecobacter
S000437978	1468	48467	Prosthecobacter debontii	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Prosthecobacter
S000437979	1469	48464	Prosthecobacter fusiformis	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Prosthecobacter
S000925473	1472	445931	Prosthecobacter fluviatilis	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Prosthecobacter
S003279966	1414	1144682	Prosthecobacter algae	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Prosthecobacter
S000891134	1458	454146	Roseibacillus ishigakijimensis	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Roseibacillus
S000891135	1453	454147	Roseibacillus ponti	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Roseibacillus
S000891136	1473	454148	Roseibacillus persicicus	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Roseibacillus
S000021618	1492	2736	Verrucomicrobium spinosum	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Verrucomicrobium
S002235994	1457	748857	Roseimicrobium gellanilyticum	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Roseimicrobium
S002236005	1469	748831	Brevifollis gellanilyticus	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Brevifollis
S000460661	1433	239935	Akkermansia muciniphila	Root; Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; Akkermansia
S001746046	1418	690879	Terrimicrobium sacchariphilum	Root; Bacteria; Verrucomicrobia; Terrimicrobia; Terrimicrobiales; Terrimicrobiaceae; Terrimicrobium
S001043913	1453	442870	Acanthopleuribacter pedis	Root; Bacteria; Acidobacteria; Holophagae; Acanthopleuribacterales; Acanthopleuribacteraceae; Acanthopleuribacter
S000437601	1448	44676	Geothrix fermentans	Root; Bacteria; Acidobacteria; Holophagae; Holophagales; Holophagaceae; Geothrix
S003276901	1412	981385	Thermotomaculum hydrothermale	Root; Bacteria; Acidobacteria; Holophagae; Thermotomaculales; Thermotomaculaceae; Thermotomaculum
S000701761	1425	570835	Edaphobacter aggregans	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Edaphobacter
S002350431	1438	388466	Edaphobacter modestus	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Edaphobacter
S004530207	1461	1560005	Edaphobacter dinghuensis	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Edaphobacter
S000941899	1455	474949	Granulicella aggregans	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Granulicella
S000941900	1443	474950	Granulicella pectinivorans	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Granulicella
S000941901	1419	474951	Granulicella paludicola	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Granulicella
S002235893	1425	741063	Granulicella cerasi	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Granulicella
S002989302	1488	682795	Granulicella mallensis	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Granulicella
S002989303	1488	1198114	Granulicella tundricola	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Granulicella
S002989304	1490	940613	Granulicella arctica	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Granulicella
S002989305	1488	940616	Granulicella sapmiensis	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Granulicella
S000712490	1420	392734	Terriglobus roseus	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Terriglobus
S002339681	1448	940139	Terriglobus aquaticus	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Terriglobus
S002351527	1492	401053	Terriglobus saanensis	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Terriglobus
S002956741	1440	1111115	Terriglobus tenax	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Terriglobus
S004537775	1461	1592106	Terriglobus albidus	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Terriglobus
S002222816	1416	863522	Bryocella elongata	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Bryocella
S002350909	1411	946336	Acidicapsa borealis	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Acidicapsa
S002441759	1401	542300	Acidicapsa ligni	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Acidicapsa
S003812011	1205	1335627	Acidicapsa acidiphila	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Acidicapsa
S004456521	1465	1615681	Acidicapsa acidisoli	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Acidicapsa
S000941903	1406	474953	Telmatobacter bradus	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Telmatobacter
S004530208	1461	1560006	Acidipila dinghuensis	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Acidipila
S002910741	1463	1002689	Occallatibacter riparius	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Occallatibacter
S002910743	1461	1002691	Occallatibacter savannae	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Occallatibacter
S004454221	1400	1577687	Terracidiphilus gabretensis	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Terracidiphilus
S004454220	1383	1577686	Silvibacterium bohemicum	Root; Bacteria; Acidobacteria; Acidobacteria_Gp1; Silvibacterium
S000650673	1391	360054	Bryobacter aggregatus	Root; Bacteria; Acidobacteria; Acidobacteria_Gp3; Bryobacter
S004088933	1413	1473598	Paludibaculum fermentans	Root; Bacteria; Acidobacteria; Acidobacteria_Gp3; Paludibaculum
S004537774	1485	1592105	Tellurimicrobium multivorans	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Blastocatellaceae; Tellurimicrobium
S004215628	1484	1458337	Stenotrophobacter terrae	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Blastocatellaceae; Stenotrophobacter
S004539942	1483	1603869	Stenotrophobacter roseus	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Blastocatellaceae; Stenotrophobacter
S004539944	1483	1603871	Stenotrophobacter namibiensis	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Blastocatellaceae; Stenotrophobacter
S003619637	1445	1235480	Blastocatella fastidiosa	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Blastocatellaceae; Blastocatella
S003920710	1484	1384639	Aridibacter kavangonensis	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Blastocatellaceae; Aridibacter
S003920711	1478	1384638	Aridibacter famidurans	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Blastocatellaceae; Aridibacter
S004531762	1521	1560324	Arenimicrobium luteum	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Arenimicrobiaceae; Arenimicrobium
S004215627	1528	1458336	Brevitalea aridisoli	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Arenimicrobiaceae; Brevitalea
S004539943	1528	1603870	Brevitalea deliciosa	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Arenimicrobiaceae; Brevitalea
S000891330	1432	454194	Pyrinomonas methylaliphatogenes	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Pyrinomonadaceae; Pyrinomonas
S004067970	1500	981222	Chloracidobacterium thermophilum	Root; Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Blastocatellales_incertae_sedis; Chloracidobacterium
S003803745	1464	1312852	Thermoanaerobaculum aquaticum	Root; Bacteria; Acidobacteria; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Thermoanaerobaculum
S000004697	1485	89784	Alicyclobacillus hesperidum	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000090441	1507	1388	Alicyclobacillus acidocaldarius	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000138065	1438	192387	Alicyclobacillus sendaiensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000147771	1517	42808	Alicyclobacillus disulfidooxidans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000148943	1528	204470	Alicyclobacillus pomorum	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000364540	1542	182455	Alicyclobacillus acidiphilus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000383220	1529	122960	Alicyclobacillus herbarius	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000383222	1514	1450	Alicyclobacillus acidoterrestris	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000383224	1517	1457	Alicyclobacillus cycloheptanicus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000383928	1520	1388	Alicyclobacillus acidocaldarius	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000419478	1458	252246	Alicyclobacillus vulcanalis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000529460	1519	90970	Alicyclobacillus tolerans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000841448	1518	392010	Alicyclobacillus sacchari	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000841449	1514	392011	Alicyclobacillus fastidiosus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000841450	1519	392012	Alicyclobacillus kakegawensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000841452	1519	392014	Alicyclobacillus shizuokensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000841454	1520	392016	Alicyclobacillus contaminans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000942692	1496	471514	Alicyclobacillus ferrooxydans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S001156645	1493	545890	Alicyclobacillus aeris	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S002440900	1503	1003997	Alicyclobacillus cellulosilyticus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S004263716	1465	1475485	Alicyclobacillus dauci	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S004484422	1456	1661150	Alicyclobacillus fodiniaquatilis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus
S000627911	1498	363888	Tumebacillus ginsengisoli	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Tumebacillus
S000842399	1407	378543	Tumebacillus permanentifrigoris	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Tumebacillus
S003280984	1502	1157490	Tumebacillus flagellatus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Tumebacillus
S003301984	1508	1214604	Tumebacillus algifaecis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Tumebacillus
S003613527	1522	1229157	Tumebacillus soli	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Tumebacillus
S004453728	1457	1616821	Tumebacillus luteolus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Tumebacillus
S000117072	1512	562970	Kyrpidia tusciae	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Kyrpidia
S000352298	1505	232270	Effusibacillus pohliae	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Effusibacillus
S003258367	1464	1117041	Effusibacillus consociatus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Effusibacillus
S004125732	1469	1348429	Effusibacillus lacus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Effusibacillus
S000010695	1523	1422	Geobacillus stearothermophilus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S000022339	1518	33941	Geobacillus thermoleovorans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S000128486	1425	1462	Geobacillus kaustophilus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S000460422	1523	169283	Geobacillus lituanicus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S000500950	1520	235932	Geobacillus jurassicus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S000540614	1561	33938	Geobacillus thermocatenulatus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S000540640	1560	33940	Geobacillus thermodenitrificans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S001793253	1400	504926	Geobacillus thermodenitrificans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S002350842	1550	221085	Geobacillus thermocatenulatus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S003305375	1546	1117704	Geobacillus subterraneus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S003922324	1306	1430331	Geobacillus icigianus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Geobacillus
S000001145	1524	33934	Anoxybacillus flavithermus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S000323341	1541	225988	Anoxybacillus contaminans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S000364575	1506	230470	Anoxybacillus voinovskiensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S000396417	1382	198467	Anoxybacillus gonensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S000416202	1412	265546	Anoxybacillus ayderensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S000430759	1548	196180	Anoxybacillus kamchatkensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S000486337	1447	265948	Anoxybacillus tepidamans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S000539869	1518	311460	Anoxybacillus rupiensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S000543968	1541	294699	Anoxybacillus amylolyticus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S000893255	1452	452565	Anoxybacillus mongoliensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S001171620	1430	1173302	Anoxybacillus kaynarcensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S001242172	1519	576944	Anoxybacillus tengchongensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S001243339	1511	581036	Anoxybacillus vitaminiphilus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S001550981	1519	651866	Anoxybacillus eryuanensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S001588747	1507	265948	Anoxybacillus tepidamans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S001588754	1504	247480	Anoxybacillus caldiproteolyticus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S002151025	1397	771855	Anoxybacillus salavatliensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S002167486	1449	759846	Anoxybacillus flavithermus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S002951999	1358	404937	Anoxybacillus thermarum	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S003658293	1446	575178	Anoxybacillus calidus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S004092034	1548	1490051	Anoxybacillus geothermalis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Anoxybacillus
S000000169	1535	1467	Bacillus lentus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000001559	1504	79882	Bacillus halmapalus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000001560	1524	1479	Bacillus smithii	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000001855	1513	1405	Bacillus mycoides	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000003473	1517	1423	Bacillus subtilis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000006847	1526	72360	Bacillus mojavensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000007628	1504	86663	Bacillus carboniphilus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000012241	1530	72361	Bacillus vallismortis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000012966	1529	86664	Bacillus flexus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000014133	1515	1452	Bacillus atrophaeus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000016288	1531	86662	Bacillus mycoides	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000016369	1442	1455	Bacillus encimensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000102217	1548	209389	Bacillus acidicola	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000108528	1403	203540	Bacillus aeolius	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000130053	1502	178774	Bacillus luciferensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000130255	1424	1456	Bacillus benzoevorans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000131291	1503	157838	Bacillus shackletonii	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000276014	1486	217031	Bacillus galactosidilyticus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000276781	1423	217495	Bacillus ruris	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000278327	1505	1471	Bacillus methanolicus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000366852	1504	263474	Bacillus humi	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000373336	1401	284580	Bacillus seohaeanensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000373337	1370	284581	Bacillus koreensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000376345	1306	1392	Bacillus anthracis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000383283	1547	1418	Bacillus mannanilyticus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000383284	1521	79883	Bacillus horikoshii	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000383485	1530	137993	Bacillus funiculus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000390853	1470	135735	Bacillus endophyticus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000390972	1410	119858	Bacillus sonorensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000414555	1544	35841	Bacillus thermoamylovorans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000417318	1506	293387	Bacillus altitudinis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000417319	1494	293388	Bacillus aerius	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000424697	1487	1397	Bacillus circulans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000428419	1523	77777	Bacillus siralis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000428475	1409	96241	Bacillus subtilis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000429573	1506	189381	Bacillus marisflavi	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000429574	1507	189382	Bacillus aquimaris	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000435906	1512	77523	Bacillus horti	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000437736	1497	46224	Bacillus sporothermodurans	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000439486	1388	218284	Bacillus vietnamensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000457154	1515	304268	Bacillus alkalitelluris	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000458519	1434	561879	Bacillus safensis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000481068	1434	1408	Bacillus pumilus	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000485100	1466	251051	Bacillus thermolactis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000485124	1416	254757	Bacillus farraginis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
S000485126	1541	254758	Bacillus fortis	Root; Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae 1; Bacillus
